id,last_name,first_name,gender,troop_name,outdoor_survival_mark,camp_cooking_mark,orienteering_relay_mark
978-1-347-92740-3,Cunningham,Timothy,m,Hawks,9,8,8
978-1-4893-1672-1,Pratt,Jonathan,m,Hawks,11,9,10
978-1-79229-209-5,Summers,Kenneth,m,Wolves,9,7,7
978-1-07-613861-3,Clark,Raymond,m,Hawks,11,12,12
978-0-500-64815-5,Myers,Andrew,m,Wolves,9,9,8
978-0-447-53356-9,Williams,Kenneth,m,Hawks,9,10,7
978-1-225-40080-6,Stanton,Matthew,m,Explorers,10,12,8
978-1-67057-179-3,Young,Randall,m,Wolves,7,8,8
978-0-933261-22-8,Williamson,Caitlin,f,Hawks,8,8,6
978-0-376-23923-5,Brooks,John,m,Hawks,6,8,9
978-0-527-18688-3,Murphy,Kyle,m,Wolves,8,6,9
978-0-255-54488-7,Luna,Leah,f,Explorers,9,6,12
978-1-275-27252-1,Robbins,Victoria,f,Explorers,10,9,9
978-0-9565596-7-8,Berry,Ronald,m,Wolves,9,12,7
978-1-79596-011-3,Marshall,Daniel,m,Hawks,10,9,9
978-0-8257-8376-0,Cox,Robert,m,Explorers,9,9,9
978-1-968599-83-6,Harper,Brian,m,Hawks,8,12,12
978-1-214-77200-6,Thomas,Alexander,m,Wolves,7,9,10
978-0-524-23163-0,Hendricks,Patrick,m,Explorers,9,9,10
978-0-19-083727-3,Rosario,Jeffery,m,Wolves,10,7,9
978-0-00-804434-3,Merritt,Danny,m,Hawks,7,8,10
978-1-83122-995-2,Davis,Victoria,f,Hawks,9,9,10
978-1-9753-8897-3,Romero,Melanie,f,Hawks,7,9,7
978-1-55061-063-5,Goodman,Frank,m,Explorers,10,7,10
978-0-553-20941-9,Bush,David,m,Wolves,10,9,11
978-1-888707-19-9,Wallace,James,m,Explorers,9,10,9
978-0-8100-0806-9,Shaw,Kevin,m,Wolves,12,9,7
978-1-59076-730-6,Thomas,Michael,m,Explorers,7,9,9
978-0-248-98587-1,Rogers,Richard,m,Wolves,12,7,12
978-0-520-58164-7,Ortega,Donald,m,Wolves,8,10,11
