id,last_name,first_name,gender,troop_name,outdoor_survival_mark,camp_cooking_mark,orienteering_relay_mark
978-1-113-86226-6,Lynch,Ashley,f,Otters,11,9,8
978-0-512-18189-3,Gomez,Charles,m,Otters,9,9,12
978-1-4465-8525-2,Morrison,Kathryn,f,Otters,11,9,7
978-0-478-19013-7,Blanchard,Brian,m,Rangers,8,10,9
978-1-173-09478-2,Thornton,Doris,f,Otters,7,8,10
978-1-81657-567-8,Cochran,Denise,f,Wolves,7,8,10
978-0-7525-4773-2,Cummings,Nicholas,m,Otters,9,10,7
978-1-72133-450-6,Carlson,Jordan,m,Rangers,12,9,11
978-0-06-778632-1,Booth,Kenneth,m,Otters,6,7,12
978-0-8258-9978-2,Carter,Timothy,m,Wolves,12,8,9
978-1-363-51475-5,Cunningham,Richard,m,Rangers,12,8,7
978-0-646-23023-8,Meyer,Stephanie,f,Otters,9,9,9
978-1-384-40386-1,Stanley,Michael,m,Wolves,9,6,11
978-0-493-05355-4,Weaver,Alexis,m,Wolves,7,7,8
978-0-16-407555-7,Edwards,Antonio,m,Otters,9,9,7
978-0-509-53120-5,Erickson,Matthew,m,Otters,7,12,9
978-1-9742-7625-7,James,James,m,Otters,6,8,10
978-0-8022-0115-7,Vega,Todd,m,Wolves,7,9,8
978-1-56139-884-3,Brooks,Jeffrey,m,Wolves,12,7,10
978-1-74479-519-3,Schmidt,Kenneth,m,Wolves,10,9,9
978-0-03-099286-5,Hines,Marcus,m,Wolves,9,10,9
978-0-468-73015-2,Willis,Yvonne,f,Rangers,9,6,8
978-0-321-92944-0,Lee,Kathleen,f,Wolves,9,10,8
978-1-60025-136-8,Bradley,Ruth,f,Wolves,9,9,8
978-0-245-28746-6,Padilla,April,f,Wolves,12,9,10
978-1-4008-0019-3,Salinas,Dale,m,Wolves,12,12,8
978-1-155-32496-8,Carter,Mary,f,Wolves,11,9,9
978-0-492-53214-2,Russo,Brianna,f,Rangers,7,10,7
978-1-84834-593-5,Thompson,Angela,f,Wolves,9,9,10
978-1-5247-1338-6,Bennett,Christine,f,Rangers,7,10,7
