id,last_name,first_name,gender,troop_name,outdoor_survival_mark,camp_cooking_mark,orienteering_relay_mark
978-0-330-34149-3,White,Michael,m,Comets,10,9,7
978-1-162-14062-9,Best,Alex,m,Explorers,11,8,9
978-1-347-95358-7,Whitaker,Benjamin,m,Bears,8,9,12
978-1-4323-6393-2,Williams,David,m,Explorers,10,10,9
978-0-269-55751-4,Williams,Eric,m,Bears,12,9,10
978-1-66919-537-5,Baker,Krista,f,Explorers,11,10,9
978-1-4840-0407-4,Armstrong,Charles,m,Explorers,7,7,6
978-1-327-34909-6,Lam,Alexander,m,Bears,12,7,11
978-1-09-344543-5,Fowler,Erika,f,Explorers,9,6,6
978-0-05-717682-8,Hernandez,Bradley,m,Bears,9,10,12
978-1-5303-9221-6,Smith,John,m,Bears,8,6,11
978-1-74765-060-4,Jenkins,Timothy,m,Comets,12,11,8
978-0-237-98183-9,Smith,David,m,Explorers,8,10,10
978-1-61739-335-8,Davies,Lisa,f,Comets,7,6,9
978-1-209-37324-9,Fields,Edward,m,Bears,9,12,7
978-1-57561-231-7,Austin,Shawn,m,Explorers,7,7,6
978-0-942752-20-5,Rodriguez,Jennifer,f,Bears,10,8,10
978-0-10-726698-1,Daniels,Jacob,m,Bears,7,9,9
978-1-305-26522-6,Hamilton,Sarah,f,Explorers,9,12,8
978-0-449-39381-9,Stewart,David,m,Comets,7,7,12
978-0-579-45947-8,West,Nathan,m,Explorers,9,6,7
978-0-421-62148-0,Zimmerman,Scott,m,Bears,8,9,7
978-0-487-38983-6,Wheeler,Anthony,m,Explorers,10,9,9
978-0-469-93297-5,Higgins,Wendy,f,Explorers,7,8,9
978-1-00-811841-6,Sexton,Melissa,f,Explorers,8,8,8
978-0-635-21992-3,Jackson,Matthew,m,Bears,9,10,8
978-1-242-68988-8,Matthews,William,m,Bears,8,12,7
978-0-362-43405-7,Garcia,Wayne,m,Comets,12,6,12
978-0-08-277393-1,Simmons,Cheyenne,f,Comets,7,10,10
978-1-281-47667-8,Harvey,Amy,f,Comets,8,10,9
