id,last_name,first_name,gender,troop_name,outdoor_survival_mark,camp_cooking_mark,orienteering_relay_mark
978-1-233-22469-2,Higgins,Audrey,f,Hawks,10,10,9
978-0-633-89901-1,Ramirez,Kayla,f,Wolves,10,9,7
978-0-7182-3925-1,Wood,Alexandria,f,Comets,11,8,10
978-1-4817-0834-0,Thomas,Teresa,f,Comets,12,12,10
978-0-347-52738-5,Craig,Stephanie,f,Comets,6,9,9
978-1-83289-888-1,Pacheco,Heidi,f,Hawks,11,10,7
978-0-618-38032-9,Garcia,Preston,m,Comets,6,8,6
978-1-00-938158-1,Martin,Christopher,m,Comets,9,6,9
978-1-86335-718-0,Brown,Nicholas,m,Hawks,6,10,9
978-1-107-53894-8,Howell,Tracey,f,Wolves,7,9,12
978-1-76234-041-2,Brown,Jeffrey,m,Wolves,9,8,9
978-0-9653620-8-5,Smith,Olivia,f,Comets,8,12,6
978-0-282-47809-4,Woods,Michael,m,Comets,10,7,7
978-1-02-003962-1,Haynes,Rachel,f,Comets,10,9,9
978-0-624-71284-8,Nixon,Jamie,f,Comets,10,9,8
978-0-14-014548-9,Tanner,Chelsea,f,Hawks,9,7,9
978-1-70074-559-0,Kim,John,m,Hawks,6,8,7
978-1-990239-93-9,Kelly,Virginia,f,Comets,9,8,11
978-0-597-30706-5,Smith,Cassie,f,Hawks,10,12,10
978-1-57966-515-9,Fields,Joseph,m,Hawks,10,9,6
978-0-88366-441-4,Campbell,Sabrina,f,Hawks,9,9,11
978-0-524-69661-3,Neal,Renee,f,Wolves,10,9,10
978-1-63884-082-4,Baldwin,Christopher,m,Wolves,9,7,11
978-0-507-85993-6,Gilmore,Heather,f,Hawks,9,7,10
978-1-68352-670-4,Thompson,Scott,m,Wolves,9,12,9
978-1-5050-6865-8,Warren,Michael,m,Comets,9,7,9
978-0-08-483820-1,Hernandez,Angel,m,Wolves,8,6,9
978-1-63498-524-6,Carr,Jeffrey,m,Wolves,6,7,12
978-0-385-67764-6,Evans,Jillian,f,Comets,11,9,6
978-1-56886-249-1,Logan,Charles,m,Wolves,9,9,11
