id,last_name,first_name,gender,troop_name,outdoor_survival_mark,camp_cooking_mark,orienteering_relay_mark
978-1-160-24540-1,Rogers,Paul,m,Hawks,10,11,9
978-1-66587-339-0,Kemp,Nicholas,m,Hawks,12,8,12
978-0-450-21743-2,Clayton,Ashley,f,Hawks,8,10,9
978-0-7792-0702-2,Jones,Tiffany,f,Comets,7,7,9
978-1-230-76928-8,King,Daniel,m,Comets,9,10,9
978-0-344-25908-1,Cruz,Lindsey,f,Outlanders,9,10,12
978-0-13-415721-4,Young,Eric,m,Comets,9,12,9
978-1-56513-246-7,Brooks,Jennifer,f,Hawks,11,9,10
978-0-88492-882-9,Castaneda,Terri,f,Outlanders,6,7,6
978-0-85566-650-7,Delgado,Arthur,m,Outlanders,8,8,12
978-1-881433-16-3,Mcbride,Andrea,f,Comets,8,8,7
978-0-448-51674-5,Fox,Brenda,f,Hawks,7,9,10
978-0-451-35264-4,Hall,Megan,f,Comets,8,6,12
978-1-68167-807-8,Brown,Jared,m,Comets,12,8,10
978-0-284-35837-0,Martin,Shelby,f,Outlanders,7,9,6
978-0-7729-8874-4,Wells,Richard,m,Comets,12,10,9
978-0-539-52088-0,Anderson,John,m,Hawks,6,9,12
978-1-66774-431-5,French,Dustin,m,Outlanders,12,7,7
978-1-349-93008-1,Cook,Eric,m,Outlanders,10,9,8
978-0-16-249148-9,Anderson,Devon,m,Comets,7,7,7
978-1-5068-4341-4,Hart,Kevin,m,Outlanders,9,11,10
978-1-00-849867-9,Thompson,Kathleen,f,Outlanders,12,10,9
978-0-428-38802-7,Gibson,John,m,Comets,7,10,11
978-0-8136-8524-3,Johnson,Caroline,f,Outlanders,6,8,7
978-1-184-36600-7,Davis,Michael,m,Hawks,7,8,9
978-0-454-55343-7,Case,Anthony,m,Outlanders,8,9,7
978-1-73039-849-0,White,Natasha,f,Comets,6,9,12
978-1-56969-522-7,Sharp,Susan,f,Outlanders,7,8,12
978-1-934268-37-7,Cook,Lisa,f,Hawks,12,7,9
978-0-7041-0669-7,Sanchez,Juan,m,Outlanders,7,7,9
