id,last_name,first_name,gender,troop_name,outdoor_survival_mark,camp_cooking_mark,orienteering_relay_mark
978-1-296-45998-7,Johnson,Bryan,m,Otters,11,8,6
978-1-4332-1977-1,Caldwell,Larry,m,Trailblazers,11,10,8
978-1-190-48379-8,Stone,Ana,f,Rangers,6,7,11
978-0-9755012-1-4,Nguyen,Sean,m,Trailblazers,8,8,9
978-0-591-13243-4,Meyer,Frances,f,Trailblazers,8,10,9
978-1-152-80456-2,Martinez,Isaac,m,Trailblazers,12,10,9
978-0-407-67559-9,Wilson,Holly,f,Trailblazers,10,9,7
978-0-18-017172-1,Vasquez,Brittany,f,Trailblazers,7,9,8
978-0-606-28021-1,Davis,Alexandra,f,Trailblazers,11,9,9
978-0-662-98470-2,Ponce,Carlos,m,Trailblazers,10,8,6
978-0-7840-7412-1,Williams,Scott,m,Rangers,9,7,7
978-1-5334-8654-7,Hughes,Jonathan,m,Rangers,7,12,6
978-0-7762-6084-6,Collins,Diana,f,Rangers,11,10,7
978-1-67410-894-0,Hayes,Sharon,f,Trailblazers,8,6,8
978-0-432-78870-7,Miller,Danielle,f,Trailblazers,9,7,7
978-1-897127-64-3,Hansen,Dylan,m,Trailblazers,7,12,9
978-1-5241-1850-1,Parker,Thomas,m,Trailblazers,10,8,10
978-1-126-49541-3,Powell,Paul,m,Otters,7,7,9
978-1-274-75799-9,Williams,Thomas,m,Otters,9,10,10
978-1-67535-626-5,Green,Michael,m,Otters,10,7,8
978-0-477-02765-6,Wall,Marilyn,f,Trailblazers,10,9,7
978-0-04-519632-6,Carney,Alisha,f,Trailblazers,9,8,10
978-0-551-18988-1,Johnson,Laura,f,Trailblazers,7,8,9
978-0-914332-00-8,Nicholson,Joseph,m,Otters,12,9,9
978-0-02-292392-1,Brown,Lindsay,f,Otters,8,10,8
978-1-5228-1513-6,Grimes,Courtney,f,Rangers,9,7,12
978-1-01-680788-3,Eaton,David,m,Otters,10,7,7
978-0-12-153944-3,Norris,Devon,m,Trailblazers,9,8,8
978-0-561-40841-5,Martinez,Krista,f,Rangers,8,8,10
978-0-8338-8450-3,Schmidt,Elizabeth,f,Otters,8,11,7
