id,last_name,first_name,gender,troop_name,outdoor_survival_mark,camp_cooking_mark,orienteering_relay_mark
978-0-9822863-8-8,Lopez,William,m,Comets,12,7,9
978-0-478-39419-1,Cline,Howard,m,Comets,8,6,6
978-0-01-244897-7,Hensley,Stephanie,f,Comets,9,9,9
978-1-7372712-4-6,Tucker,Paul,m,Bears,9,6,9
978-1-189-40998-3,Johnston,Jennifer,f,Otters,10,11,6
978-0-7523-2248-3,Jordan,Heather,f,Otters,10,8,11
978-0-02-049469-0,Hoover,Justin,m,Comets,12,9,9
978-0-7714-1453-4,Turner,Scott,m,Bears,8,12,9
978-1-185-25584-3,Gould,Jacob,m,Otters,9,9,8
978-1-5499-3157-4,Turner,Rebecca,f,Bears,11,9,8
978-0-593-36944-9,Stein,Nathan,m,Comets,6,9,9
978-0-8143-8027-7,Herman,Ryan,m,Comets,7,9,10
978-0-07-840284-5,Lawrence,Ashley,f,Comets,7,9,9
978-0-396-35742-1,Ortiz,Mark,m,Bears,9,12,9
978-1-198-13348-0,Estrada,Jeffrey,m,Bears,11,11,7
978-1-01-498168-4,Strickland,Gabriel,m,Otters,9,6,10
978-1-67065-661-2,Berry,Lisa,f,Comets,12,12,11
978-0-8342-1967-0,Gonzalez,Jeffrey,m,Bears,7,10,12
978-1-62703-722-8,Holt,Curtis,m,Otters,9,9,9
978-0-00-256902-6,Powell,Frederick,m,Comets,6,12,7
978-0-12-555699-6,Adkins,Timothy,m,Bears,9,9,8
978-0-948224-43-0,Mills,Kevin,m,Bears,10,10,6
978-0-04-697073-4,Strong,Robert,m,Comets,10,10,8
978-1-138-24082-7,Wu,Jason,m,Otters,11,11,9
978-1-66758-641-0,Hill,Brandon,m,Otters,9,9,8
978-0-9826924-2-4,Spears,Matthew,m,Bears,11,8,7
978-0-08-668806-4,Chan,John,m,Otters,8,7,10
978-1-06-946130-8,Gonzalez,Micheal,m,Otters,8,7,7
978-1-02-749234-4,Wilson,Samantha,f,Bears,11,11,11
978-0-520-51138-5,Stewart,Michael,m,Comets,10,9,10
