id,last_name,first_name,gender,troop_name,outdoor_survival_mark,camp_cooking_mark,orienteering_relay_mark
978-1-270-50654-6,Olson,Kelly,f,Otters,9,9,9
978-0-9859928-8-0,Boyle,Alexander,m,Bears,6,8,6
978-0-286-45906-8,Baker,Sabrina,f,Otters,11,9,11
978-1-150-66359-8,Boyd,Bryan,m,Otters,6,7,12
978-1-337-68342-5,Taylor,Devin,m,Otters,6,9,10
978-1-06-397982-3,Brooks,Robin,f,Bears,10,9,9
978-0-591-74520-7,Hutchinson,Tami,f,Hawks,7,9,10
978-1-67647-864-5,Lucas,Erica,f,Hawks,9,12,12
978-1-155-84153-3,Rivera,Rachel,f,Hawks,7,10,7
978-1-285-01805-8,Duarte,Frank,m,Bears,11,10,6
978-0-9663948-9-4,Glenn,Andrea,f,Bears,9,10,6
978-1-925957-52-5,Meyer,Sheila,f,Hawks,8,8,6
978-1-960066-30-5,Kim,Brett,m,Bears,9,12,12
978-1-07-655200-6,Stone,Tammy,f,Otters,9,7,10
978-1-923699-40-3,Flores,Ashley,f,Hawks,9,10,8
978-1-988961-48-4,Dudley,Taylor,f,Hawks,10,6,9
978-1-322-51716-2,Pierce,Joan,f,Hawks,10,10,7
978-0-19-730887-5,Klein,Michelle,f,Otters,8,9,8
978-1-183-14856-7,Clark,Laura,f,Otters,9,6,6
978-0-696-55860-3,Barker,Susan,f,Otters,7,9,7
978-1-68058-717-3,Nguyen,Timothy,m,Otters,8,9,7
978-0-00-416794-7,Sandoval,Tamara,f,Hawks,10,8,8
978-1-4681-0542-1,Hale,Brittney,f,Hawks,9,9,7
978-1-00-591169-0,Martin,Heather,f,Bears,8,6,10
978-1-83614-023-8,Johnson,Joseph,m,Bears,12,9,6
978-1-5446-2275-0,Warner,Janet,f,Bears,10,6,6
978-1-114-94429-9,Freeman,Eric,m,Otters,7,9,11
978-1-09-025502-0,Valdez,Jessica,f,Hawks,7,7,8
978-0-312-48645-7,Ortiz,Michael,m,Hawks,7,7,10
978-0-207-78104-9,Evans,Stacy,f,Otters,8,8,10
